"time","circ1.bats[1].v","circ1.bats[2].v","circ1.bats[3].v","circ1.bats[1].vr","circ1.bats[2].vr","circ1.bats[3].vr","circ1.gnd.p.i","circ1.gnd.p.v","circ1.r_load.i","circ1.r_load.r_int","circ1.r_load.v","circ1.s[1].i","circ1.s[2].i","circ1.s[3].i","circ1.s[1].r_int","circ1.s[2].r_int","circ1.s[3].r_int","circ1.s[1].v","circ1.s[2].v","circ1.s[3].v","circ1.target_v","circ1.tolerance","circ1.r_load.percentage","circ1.bat_num","circ1.bats[1].state","circ1.bats[2].state","circ1.bats[3].state","circ1.r_load.state","circ1.s[1].mode","circ1.s[2].mode","circ1.s[3].mode","circ1.s[1].state","circ1.s[2].state","circ1.s[3].state","on","circ1.bats[1].i","circ1.bats[2].i","circ1.bats[3].i","circ1.bats[1].m.i","circ1.bats[2].m.i","circ1.bats[3].m.i","circ1.bats[1].m.v","circ1.bats[2].m.v","circ1.bats[3].m.v","circ1.bats[1].p.i","circ1.bats[2].p.i","circ1.bats[3].p.i","circ1.bats[1].p.v","circ1.bats[2].p.v","circ1.bats[3].p.v","circ1.r_load.m.i","circ1.r_load.m.v","circ1.r_load.p.i","circ1.r_load.p.v","circ1.s[1].m.i","circ1.s[2].m.i","circ1.s[3].m.i","circ1.s[1].m.v","circ1.s[2].m.v","circ1.s[3].m.v","circ1.s[1].p.i","circ1.s[2].p.i","circ1.s[3].p.i","circ1.s[1].p.v","circ1.s[2].p.v","circ1.s[3].p.v"
0,71.42857551028473,99.99999714285785,99.99999714285785,-28.57142448971527,-2.857142163285883e-06,-2.857142163285883e-06,-5.551115123125783e-17,0,0.285714302039996,250,71.42857550999902,0.2857142448971527,2.857142163285883e-08,2.857142163285883e-08,1e-09,1000000000,1000000000,2.857142448971528e-10,28.57142163285883,28.57142163285883,90,0.9,50,3,1,1,1,1,2,1,1,1,1,1,1,-0.2857142448971527,-2.857142163285883e-08,-2.857142163285883e-08,0.2857142448971527,2.857142163285883e-08,2.857142163285883e-08,-71.42857550999902,-71.42857550999902,-71.42857550999902,-0.2857142448971527,-2.857142163285883e-08,-2.857142163285883e-08,2.857142448971528e-10,28.57142163285883,28.57142163285883,-0.285714302039996,-71.42857550999902,0.285714302039996,0,-0.2857142448971527,-2.857142163285883e-08,-2.857142163285883e-08,0,0,0,0.2857142448971527,2.857142163285883e-08,2.857142163285883e-08,2.857142448971528e-10,28.57142163285883,28.57142163285883
1.004082150757313e-10,71.42857551028472,99.99999714285782,99.99999714285782,-28.57142448971528,-2.857142163285882e-06,-2.857142163285882e-06,-5.551115123125783e-17,0,0.2857143020399961,250,71.42857550999901,0.2857142448971528,2.857142163285882e-08,2.857142163285882e-08,1e-09,1000000000,1000000000,2.857142448971528e-10,28.57142163285882,28.57142163285882,90,0.9,50,3,1,1,1,1,2,1,1,1,1,1,1,-0.2857142448971528,-2.857142163285882e-08,-2.857142163285882e-08,0.2857142448971528,2.857142163285882e-08,2.857142163285882e-08,-71.42857550999901,-71.42857550999901,-71.42857550999901,-0.2857142448971528,-2.857142163285882e-08,-2.857142163285882e-08,2.857142448971528e-10,28.57142163285882,28.57142163285882,-0.2857143020399961,-71.42857550999901,0.2857143020399961,0,-0.2857142448971528,-2.857142163285882e-08,-2.857142163285882e-08,0,0,0,0.2857142448971528,2.857142163285882e-08,2.857142163285882e-08,2.857142448971528e-10,28.57142163285882,28.57142163285882
1.004082150757313e-10,69.2307692308639,69.2307692308639,69.2307692308639,-30.7692307691361,-30.76923076913609,-30.76923076913609,5.551115123125783e-17,0,0.9230769230740827,75,69.23076923055621,0.307692307691361,0.3076923076913609,0.3076923076913609,1e-09,1e-09,1e-09,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0.307692307691361,0.3076923076913609,0.3076923076913609,-69.23076923055621,-69.23076923055621,-69.23076923055621,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,-0.9230769230740827,-69.23076923055621,0.9230769230740827,0,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0,0,0,0.307692307691361,0.3076923076913609,0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10
0.1,69.2307692308639,69.2307692308639,69.2307692308639,-30.7692307691361,-30.76923076913609,-30.76923076913609,5.551115123125783e-17,0,0.9230769230740827,75,69.23076923055621,0.307692307691361,0.3076923076913609,0.3076923076913609,1e-09,1e-09,1e-09,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0.307692307691361,0.3076923076913609,0.3076923076913609,-69.23076923055621,-69.23076923055621,-69.23076923055621,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,-0.9230769230740827,-69.23076923055621,0.9230769230740827,0,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0,0,0,0.307692307691361,0.3076923076913609,0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10
0.2,69.23076923086391,69.23076923086391,69.23076923086391,-30.76923076913609,-30.7692307691361,-30.7692307691361,5.551115123125783e-17,0,0.9230769230740828,75,69.23076923055622,0.3076923076913609,0.307692307691361,0.307692307691361,1e-09,1e-09,1e-09,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0.3076923076913609,0.307692307691361,0.307692307691361,-69.23076923055622,-69.23076923055622,-69.23076923055622,-0.3076923076913609,-0.307692307691361,-0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,-0.9230769230740828,-69.23076923055622,0.9230769230740828,0,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0,0,0,0.3076923076913609,0.307692307691361,0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10
0.3,69.2307692308639,69.2307692308639,69.2307692308639,-30.7692307691361,-30.76923076913609,-30.76923076913609,5.551115123125783e-17,0,0.9230769230740827,75,69.23076923055621,0.307692307691361,0.3076923076913609,0.3076923076913609,1e-09,1e-09,1e-09,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0.307692307691361,0.3076923076913609,0.3076923076913609,-69.23076923055621,-69.23076923055621,-69.23076923055621,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,-0.9230769230740827,-69.23076923055621,0.9230769230740827,0,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0,0,0,0.307692307691361,0.3076923076913609,0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10
0.4,69.23076923086391,69.23076923086391,69.23076923086391,-30.76923076913609,-30.7692307691361,-30.7692307691361,5.551115123125783e-17,0,0.9230769230740828,75,69.23076923055622,0.3076923076913609,0.307692307691361,0.307692307691361,1e-09,1e-09,1e-09,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0.3076923076913609,0.307692307691361,0.307692307691361,-69.23076923055622,-69.23076923055622,-69.23076923055622,-0.3076923076913609,-0.307692307691361,-0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,-0.9230769230740828,-69.23076923055622,0.9230769230740828,0,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0,0,0,0.3076923076913609,0.307692307691361,0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10
0.5,69.2307692308639,69.2307692308639,69.2307692308639,-30.7692307691361,-30.76923076913609,-30.76923076913609,5.551115123125783e-17,0,0.9230769230740827,75,69.23076923055621,0.307692307691361,0.3076923076913609,0.3076923076913609,1e-09,1e-09,1e-09,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0.307692307691361,0.3076923076913609,0.3076923076913609,-69.23076923055621,-69.23076923055621,-69.23076923055621,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,-0.9230769230740827,-69.23076923055621,0.9230769230740827,0,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0,0,0,0.307692307691361,0.3076923076913609,0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10
0.6,69.23076923086391,69.23076923086391,69.23076923086391,-30.76923076913609,-30.7692307691361,-30.7692307691361,5.551115123125783e-17,0,0.9230769230740828,75,69.23076923055622,0.3076923076913609,0.307692307691361,0.307692307691361,1e-09,1e-09,1e-09,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0.3076923076913609,0.307692307691361,0.307692307691361,-69.23076923055622,-69.23076923055622,-69.23076923055622,-0.3076923076913609,-0.307692307691361,-0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10,-0.9230769230740828,-69.23076923055622,0.9230769230740828,0,-0.3076923076913609,-0.307692307691361,-0.307692307691361,0,0,0,0.3076923076913609,0.307692307691361,0.307692307691361,3.076923076913609e-10,3.07692307691361e-10,3.07692307691361e-10
0.7,69.2307692308639,69.2307692308639,69.2307692308639,-30.7692307691361,-30.76923076913609,-30.76923076913609,5.551115123125783e-17,0,0.9230769230740827,75,69.23076923055621,0.307692307691361,0.3076923076913609,0.3076923076913609,1e-09,1e-09,1e-09,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,90,0.9,15,3,1,1,1,1,2,2,2,1,1,1,3,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0.307692307691361,0.3076923076913609,0.3076923076913609,-69.23076923055621,-69.23076923055621,-69.23076923055621,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10,-0.9230769230740827,-69.23076923055621,0.9230769230740827,0,-0.307692307691361,-0.3076923076913609,-0.3076923076913609,0,0,0,0.307692307691361,0.3076923076913609,0.3076923076913609,3.07692307691361e-10,3.076923076913609e-10,3.076923076913609e-10
