"time","ex1.b1.v","ex1.b1.vr","ex1.b2.v","ex1.b2.vr","ex1.b3.v","ex1.b3.vr","ex1.gnd.p.i","ex1.gnd.p.v","ex1.r_load.i","ex1.r_load.percentage","ex1.r_load.r_int","ex1.r_load.v","ex1.s1.i","ex1.s1.r_int","ex1.s1.v","ex1.s2.i","ex1.s2.r_int","ex1.s2.v","ex1.s3.i","ex1.s3.r_int","ex1.s3.v","ex1.b1.state","ex1.b2.state","ex1.b3.state","ex1.r_load.state","ex1.s1.mode","ex1.s1.state","ex1.s2.mode","ex1.s2.state","ex1.s3.mode","ex1.s3.state","ex1.b1.i","ex1.b1.m.i","ex1.b1.m.v","ex1.b1.p.i","ex1.b1.p.v","ex1.b2.i","ex1.b2.m.i","ex1.b2.m.v","ex1.b2.p.i","ex1.b2.p.v","ex1.b3.i","ex1.b3.m.i","ex1.b3.m.v","ex1.b3.p.i","ex1.b3.p.v","ex1.r_load.m.i","ex1.r_load.m.v","ex1.r_load.p.i","ex1.r_load.p.v","ex1.s1.m.i","ex1.s1.m.v","ex1.s1.p.i","ex1.s1.p.v","ex1.s2.m.i","ex1.s2.m.v","ex1.s2.p.i","ex1.s2.p.v","ex1.s3.m.i","ex1.s3.m.v","ex1.s3.p.i","ex1.s3.p.v"
0.4761793632272045,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4762793798966494,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4763793965660943,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4764794132355393,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4765794299049841,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4766794465744291,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4767794632438739,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4768794799133189,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4769794965827638,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4770795132522087,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4771795299216536,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4772795465910985,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4773795632605434,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4774795799299884,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4775795965994332,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.4776796132688781,24.99999990625,-9.37499992984375e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.40173533603591e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
0.477779629938323,24.99999990625,-9.374999929843751e-08,6.250000047437499,-8.749999952562501,6.250000046937499,-3.749999953062501,1.401735369123134e-16,0,1.2500000093125,10,5,6.2500000465625,1.87499998596875e-08,1000000000,18.7499998596875,0.8749999952562501,1e-09,8.749999952562501e-10,0.3749999953062501,1e-09,3.749999953062502e-10,1,1,1,1,1,1,1,6,2,1,-1.87499998596875e-08,1.87499998596875e-08,-6.2500000465625,-1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0.8749999952562501,-6.2500000465625,-0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0.3749999953062501,-6.2500000465625,-0.3749999953062501,3.749999953062502e-10,-1.2500000093125,-6.2500000465625,1.2500000093125,0,-1.87499998596875e-08,0,1.87499998596875e-08,18.7499998596875,-0.8749999952562501,0,0.8749999952562501,8.749999952562501e-10,-0.3749999953062501,0,0.3749999953062501,3.749999953062502e-10
