"time","circ1.bats[1].v","circ1.bats[2].v","circ1.bats[3].v","circ1.bats[1].vr","circ1.bats[2].vr","circ1.bats[3].vr","circ1.gnd.p.i","circ1.gnd.p.v","circ1.r_load.i","circ1.r_load.r_int","circ1.r_load.v","circ1.s[1].i","circ1.s[2].i","circ1.s[3].i","circ1.s[1].r_int","circ1.s[2].r_int","circ1.s[3].r_int","circ1.s[1].v","circ1.s[2].v","circ1.s[3].v","circ1.target_v","circ1.tolerance","circ1.r_load.percentage","circ1.bat_num","circ1.bats[1].state","circ1.bats[2].state","circ1.bats[3].state","circ1.r_load.state","circ1.s[1].mode","circ1.s[2].mode","circ1.s[3].mode","circ1.s[1].state","circ1.s[2].state","circ1.s[3].state","on","circ1.bats[1].i","circ1.bats[2].i","circ1.bats[3].i","circ1.bats[1].m.i","circ1.bats[2].m.i","circ1.bats[3].m.i","circ1.bats[1].m.v","circ1.bats[2].m.v","circ1.bats[3].m.v","circ1.bats[1].p.i","circ1.bats[2].p.i","circ1.bats[3].p.i","circ1.bats[1].p.v","circ1.bats[2].p.v","circ1.bats[3].p.v","circ1.r_load.m.i","circ1.r_load.m.v","circ1.r_load.p.i","circ1.r_load.p.v","circ1.s[1].m.i","circ1.s[2].m.i","circ1.s[3].m.i","circ1.s[1].m.v","circ1.s[2].m.v","circ1.s[3].m.v","circ1.s[1].p.i","circ1.s[2].p.i","circ1.s[3].p.i","circ1.s[1].p.v","circ1.s[2].p.v","circ1.s[3].p.v"
1.6,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
1.7,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
1.8,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
1.9,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
2,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
2.000000000400178,99.99999600000052,60.00000120015984,60.00000120015984,-3.999999480024067e-06,-39.99999879984016,-39.99999879984016,3.934312530041065e-17,0,0.8000000159967979,75,60.00000119975984,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,1000000000,1e-09,1e-09,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,90,0.9,15,3,1,1,1,1,2,2,2,2,1,1,3,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,-60.00000119975984,-60.00000119975984,-60.00000119975984,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10,-0.8000000159967979,-60.00000119975984,0.8000000159967979,0,-3.999999480024068e-08,-0.3999999879984016,-0.3999999879984016,0,0,0,3.999999480024068e-08,0.3999999879984016,0.3999999879984016,39.99999480024068,3.999999879984016e-10,3.999999879984016e-10
2.000000000400178,99.99999750000033,75.00000093756236,75.00000093756236,-2.499999656268797e-06,-24.99999906243763,-24.99999906243763,1.753824399809637e-17,0,0.5000000062487492,150,75.00000093731236,2.499999656268797e-08,0.2499999906243763,0.2499999906243764,1000000000,1e-09,1e-09,24.99999656268797,2.499999906243763e-10,2.499999906243764e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243764,2.499999656268797e-08,0.2499999906243763,0.2499999906243764,-75.00000093731236,-75.00000093731236,-75.00000093731236,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243764,24.99999656268797,2.499999906243763e-10,2.499999906243764e-10,-0.5000000062487492,-75.00000093731236,0.5000000062487492,0,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243764,0,0,0,2.499999656268797e-08,0.2499999906243763,0.2499999906243764,24.99999656268797,2.499999906243763e-10,2.499999906243764e-10
2.1,99.99999750000036,75.00000093756238,75.00000093756238,-2.499999656268798e-06,-24.99999906243763,-24.99999906243763,-1.02173216913652e-17,0,0.5000000062487492,150,75.00000093731238,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,-75.00000093731238,-75.00000093731238,-75.00000093731238,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,-0.5000000062487492,-75.00000093731238,0.5000000062487492,0,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10
2.2,99.99999750000033,75.00000093756236,75.00000093756236,-2.499999656268797e-06,-24.99999906243763,-24.99999906243762,7.304939522935419e-17,0,0.5000000062487491,150,75.00000093731236,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,-75.00000093731236,-75.00000093731236,-75.00000093731236,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,-0.5000000062487491,-75.00000093731236,0.5000000062487491,0,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10
2.3,99.99999750000036,75.00000093756238,75.00000093756238,-2.499999656268798e-06,-24.99999906243763,-24.99999906243763,-1.02173216913652e-17,0,0.5000000062487492,150,75.00000093731238,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,-75.00000093731238,-75.00000093731238,-75.00000093731238,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,-0.5000000062487492,-75.00000093731238,0.5000000062487492,0,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10
2.4,99.99999750000033,75.00000093756236,75.00000093756236,-2.499999656268797e-06,-24.99999906243763,-24.99999906243762,7.304939522935419e-17,0,0.5000000062487491,150,75.00000093731236,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,-75.00000093731236,-75.00000093731236,-75.00000093731236,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,-0.5000000062487491,-75.00000093731236,0.5000000062487491,0,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10
2.5,99.99999750000036,75.00000093756238,75.00000093756238,-2.499999656268798e-06,-24.99999906243763,-24.99999906243763,-1.02173216913652e-17,0,0.5000000062487492,150,75.00000093731238,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,-75.00000093731238,-75.00000093731238,-75.00000093731238,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,-0.5000000062487492,-75.00000093731238,0.5000000062487492,0,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10
2.6,99.99999750000033,75.00000093756236,75.00000093756236,-2.499999656268797e-06,-24.99999906243763,-24.99999906243762,7.304939522935419e-17,0,0.5000000062487491,150,75.00000093731236,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,-75.00000093731236,-75.00000093731236,-75.00000093731236,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,-0.5000000062487491,-75.00000093731236,0.5000000062487491,0,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10
2.7,99.99999750000036,75.00000093756238,75.00000093756238,-2.499999656268798e-06,-24.99999906243763,-24.99999906243763,-1.02173216913652e-17,0,0.5000000062487492,150,75.00000093731238,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,-75.00000093731238,-75.00000093731238,-75.00000093731238,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10,-0.5000000062487492,-75.00000093731238,0.5000000062487492,0,-2.499999656268798e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268798e-08,0.2499999906243763,0.2499999906243763,24.99999656268798,2.499999906243763e-10,2.499999906243764e-10
2.8,99.99999750000033,75.00000093756236,75.00000093756236,-2.499999656268797e-06,-24.99999906243763,-24.99999906243762,7.304939522935419e-17,0,0.5000000062487491,150,75.00000093731236,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,1000000000,1e-09,1e-09,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,90,0.9,30,3,1,1,1,1,2,2,2,2,1,1,3,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,-75.00000093731236,-75.00000093731236,-75.00000093731236,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10,-0.5000000062487491,-75.00000093731236,0.5000000062487491,0,-2.499999656268797e-08,-0.2499999906243763,-0.2499999906243763,0,0,0,2.499999656268797e-08,0.2499999906243763,0.2499999906243763,24.99999656268797,2.499999906243764e-10,2.499999906243763e-10
